Count,Tradelist Count,Name,Edition,Card Number,Condition,Language,Foil,Signed,Artist Proof,Altered Art,Misprint,Promo,Textless,My Price
1,0,River's Rebuke,Ixalan,71,Mint,English,,,,,,,,$0.00
1,0,Riverglide Pathway // Lavaglide Pathway,Zendikar Rising,264,Mint,English,,,,altered,,,,$0.00
1,0,Riverwise Augur,Rivals of Ixalan,48,Mint,English,,,,,,,,$0.00
1,0,Rix Maadi Guildmage,Return to Ravnica,192,Mint,English,,,,,,,,$0.00
1,0,"Rix Maadi, Dungeon Palace",Commander 2019,269,Mint,English,,,,,,,,$0.00
2,0,Road of Return,Commander 2019,34,Mint,English,,,,,,,,$0.00
1,0,"Roalesk, Apex Hybrid",War of the Spark,213,Near Mint,English,,,,,,,,$0.00
1,0,Roar of Challenge,Khans of Tarkir,145,Mint,English,,,,,,,,$0.00
1,0,Roar of Jukai,Betrayers of Kamigawa,140,Mint,English,,,,,,,,$0.00
1,0,Roar of the Wurm,Eternal Masters,182,Near Mint,English,,,,,,,,$0.00
1,0,Roaring Primadox,Magic 2013,188,Mint,English,,,,,,,,$0.00
1,0,Roaring Primadox,Magic 2015 Core Set,196,Mint,English,,,,,,,,$0.00
1,0,Roast,Dragons of Tarkir,151,Mint,English,,,,,,,,$0.00
1,0,Robe of Mirrors,Tenth Edition,101,Mint,English,,,,,,,,$0.00
1,0,Roc Egg,Commander 2019,73,Mint,English,,,,,,,,$0.00
1,0,Roc of Kher Ridges,Revised Edition,171,Good (Lightly Played),English,,,,,,,,$0.00
1,0,Rock Badger,Tenth Edition,226,Mint,English,,,,,,,,$0.00
1,0,Rockcaster Platoon,Shards of Alara,23,Heavily Played,English,,,,,,,,$0.00
1,0,Rocket Launcher,Antiquities,28,Heavily Played,English,,,,,,,,$0.00
1,0,Rockslide Sorcerer,Zendikar Rising,154,Mint,English,foil,,,,,,,$0.00
1,0,Rocky Tar Pit,Commander 2018,274,Near Mint,English,,,,,,,,$0.00
1,0,Rod of Ruin,Magic 2010,219,Mint,English,,,,,,,,$0.00
1,0,Rofellos's Gift,Urza's Destiny,119,Mint,English,,,,,,,,$0.00
1,0,"Rograkh, Son of Rohgahh",Commander Legends,197,Mint,English,,,,,,,,$0.00
1,0,Rogue Refiner,Aether Revolt,135,Near Mint,English,,,,,,,,$0.00
3,1,Rogue's Gloves,Core Set 2019,243,Mint,English,,,,,,,,$0.00
1,0,Rogue's Passage,Commander 2019,270,Near Mint,English,,,,,,,,$0.00
2,0,Rogue's Passage,Commander 2019,270,Mint,English,,,,,,,,$0.00
1,0,Rogue's Passage,Commander 2020,303,Mint,English,,,,,,,,$0.00
1,0,Rogue's Passage,Zendikar Rising Commander,138,Mint,English,,,,,,,,$0.00
1,1,Rogue's Passage,Commander Legends,489,Mint,English,,,,,,,,$0.00
1,0,Roil Eruption,Zendikar Rising,155,Mint,English,,,,,,,,$0.00
1,0,Roil Spout,Battle for Zendikar,219,Mint,English,,,,,,,,$0.00
3,0,Roiling Regrowth,Zendikar Rising,201,Mint,English,,,,,,,,$0.00
1,0,Roiling Vortex,Zendikar Rising,156,Mint,English,,,,,,,,$0.00
1,0,Roilmage's Trick,Battle for Zendikar,83,Mint,English,,,,,,,,$0.00
1,0,Rolling Spoil,Ravnica: City of Guilds,179,Mint,English,,,,,,,,$0.00
2,0,Rolling Temblor,Commander 2019,151,Mint,English,,,,,,,,$0.00
1,0,Rolling Temblor,Innistrad,161,Mint,English,,,,,,,,$0.00
1,0,Rolling Thunder,Battle for Zendikar,154,Mint,English,,,,,,,,$0.00
1,0,"Rona, Disciple of Gix",Dominaria,203,Near Mint,English,,,,,,,,$0.00
1,0,Rooftop Storm,Innistrad,71,Mint,English,,,,,,,,$0.00
1,0,Roon of the Hidden Realm,Commander 2013,206,Mint,English,,,,,,,,$0.00
1,0,Roon of the Hidden Realm,Commander Anthology,190,Near Mint,English,,,,,,,,$0.00
1,0,Roost of Drakes,Zendikar Rising,74,Mint,English,,,,,,,,$0.00
1,0,Root Maze,Tempest,144,Mint,English,,,,,,,,$0.00
1,0,Root Out,Shadows over Innistrad,224,Mint,English,,,,,,,,$0.00
1,0,Root Snare,Core Set 2019,199,Mint,English,,,,,,,,$0.00
2,0,Rootborn Defenses,Commander 2019,74,Mint,English,,,,,,,,$0.00
1,0,Rootgrapple,Lorwyn,234,Mint,English,,,,,,,,$0.00
1,0,"Rootha, Mercurial Artist",Strixhaven: School of Mages,227,Mint,English,,,,,,,,$0.00
1,0,Rooting Moloch,Ikoria: Lair of Behemoths,133,Mint,English,,,,,,,,$0.00
2,1,Rootless Yew,Kaldheim,189,Mint,English,,,,,,,,$0.00
1,0,Rootrunner,Champions of Kamigawa,237,Mint,English,,,,,,,,$0.00
1,0,Roots of Wisdom,Kaldheim,190,Mint,English,,,,,,,,$0.00
1,0,Rootwater Depths,Tempest,329,Mint,English,,,,,,,,$0.00
2,1,Rootweaver Druid,Commander Legends,250,Mint,English,,,,,,,,$0.00
2,0,Rosethorn Acolyte // Seasonal Ritual,Throne of Eldraine,174,Mint,English,,,,,,,,$0.00
1,0,Rosethorn Halberd,Throne of Eldraine,175,Mint,English,,,,,,,,$0.00
1,0,Rosheen Meanderer,Iconic Masters,206,Mint,English,,,,,,,,$0.00
1,0,Rot Shambler,Battle for Zendikar,187,Mint,English,,,,,,,,$0.00
2,0,Rot Wolf,Mirrodin Besieged,90,Mint,English,,,,,,,,$0.00
1,0,Rough // Tumble,Commander 2013,118,Mint,English,,,,,,,,$0.00
1,0,Rouse the Mob,Journey into Nyx,109,Mint,English,,,,,,,,$0.00
1,0,Rousing of Souls,Conspiracy,19,Mint,English,,,,,,,,$0.00
1,0,Rousing Refrain,Commander 2021,56,Mint,English,,,,,,,,$0.00
1,0,Rout,Commander 2021,101,Mint,English,,,,,,,,$0.00
1,0,Roving Keep,Throne of Eldraine,228,Mint,English,,,,,,,,$0.00
1,0,Rowan's Battleguard,Throne of Eldraine,306,Near Mint,English,,,,,,,,$0.00
2,1,Rowan's Stalwarts,Throne of Eldraine,307,Near Mint,English,,,,,,,,$0.00
1,0,"Rowan, Fearless Sparkmage",Throne of Eldraine,304,Near Mint,English,foil,,,,,,,$0.00
1,0,Rowen,Visions,69,Near Mint,English,,,,,,,,$0.00
1,0,Rowen,Visions,69,Played,English,,,,,,,,$0.00
1,0,Royal Assassin,Magic 2012,105,Mint,English,,,,,,,,$0.00
1,0,Royal Assassin,Magic 2012,105,Near Mint,English,,,,,,,,$0.00
1,0,Rubble Reading,Ravnica Allegiance,110,Mint,English,,,,,,,,$0.00
1,0,Rubble Slinger,Ravnica Allegiance,217,Mint,English,,,,,,,,$0.00
1,0,Rubblebelt Maaka,Modern Masters 2017 Edition,109,Mint,English,,,,,,,,$0.00
1,0,Rubblebelt Raiders,Gatecrash,224,Mint,English,,,,,,,,$0.00
1,0,Rubblebelt Runner,Ravnica Allegiance,202,Mint,English,,,,,,,,$0.00
1,0,Rubblehulk,Commander 2018,189,Mint,English,,,,,,,,$0.00
2,0,Rubblehulk,Ravnica Allegiance Guild Kit,95,Mint,English,,,,,,,,$0.00
1,0,Rubinia Soulsinger,Commander 2013,207,Mint,English,,,,,,,,$0.00
1,0,Rugged Highlands,Commander 2019,271,Mint,English,,,,,,,,$0.00
1,0,Rugged Highlands,Ikoria: Lair of Behemoths,252,Mint,English,,,,,,,,$0.00
1,0,Ruin Crab,Zendikar Rising,75,Mint,English,,,,,,,,$0.00
1,0,Ruin Ghost,Worldwake,19,Mint,English,,,,,,,,$0.00
1,0,Ruin Grinder,Commander 2021,57,Mint,English,,,,,,,,$0.00
1,0,Ruin in Their Wake,Oath of the Gatewatch,122,Mint,English,,,,,,,,$0.00
1,0,Ruin Processor,Battle for Zendikar,12,Mint,English,,,,,,,,$0.00
1,0,Ruination Guide,Battle for Zendikar,64,Mint,English,,,,,,,,$0.00
1,0,Ruinous Minotaur,Zendikar,145,Mint,English,,,,,,,,$0.00
1,0,Ruinous Path,Commander 2018,117,Mint,English,,,,,,,,$0.00
1,0,Ruinous Ultimatum,Ikoria: Lair of Behemoths,204,Mint,English,,,,,,,,$0.00
2,0,Ruins of Oran-Rief,Oath of the Gatewatch,176,Mint,English,,,,,,,,$0.00
2,0,Rule of Law,Core Set 2020,35,Near Mint,English,,,,,,,,$0.00
1,0,Rummaging Goblin,Commander Legends,198,Mint,English,,,,,,,,$0.00
1,0,Rummaging Goblin,Ixalan,160,Mint,English,,,,,,,,$0.00
1,0,Run Aground,Ixalan,72,Mint,English,,,,,,,,$0.00
1,0,Run Amok,Dominaria,140,Mint,English,,,,,,,,$0.00
1,0,Run Ashore,Kaldheim,74,Mint,English,,,,,,,,$0.00
1,0,Run Away Together,Commander Legends,87,Mint,English,,,,,,,,$0.00
1,0,Run Away Together,Throne of Eldraine,62,Mint,English,,,,,,,,$0.00
1,0,Runaway Steam-Kin,Guilds of Ravnica,115,Mint,English,,,,,,,,$0.00
1,0,Rune of Flight,Kaldheim,75,Mint,English,,,,,,,,$0.00
1,0,Rune of Might,Kaldheim,191,Mint,English,,,,,,,,$0.00
2,0,Rune of Mortality,Kaldheim,108,Mint,English,,,,,,,,$0.00
1,0,Rune of Protection: Black,Urza's Saga,36,Near Mint,English,,,,,,,,$0.00
1,0,Rune of Protection: Green,Urza's Saga,38,Near Mint,English,,,,,,,,$0.00
1,0,Rune of Protection: Red,Urza's Saga,40,Near Mint,English,,,,,,,,$0.00
2,0,Rune of Speed,Kaldheim,148,Mint,English,,,,,,,,$0.00
1,0,Rune of Sustenance,Kaldheim,25,Mint,English,,,,,,,,$0.00
1,0,Rune-Cervin Rider,Shadowmoor,20,Mint,English,,,,,,,,$0.00
2,0,Runed Crown,Kaldheim,245,Mint,English,,,,,,,,$0.00
1,0,Runed Servitor,Conspiracy: Take the Crown,216,Mint,English,,,,,,,,$0.00
1,0,Runed Stalactite,Lorwyn,260,Mint,English,,,,,,,,$0.00
2,0,Runed Stalactite,Lorwyn,260,Near Mint,English,,,,,,,,$0.00
1,0,Runic Repetition,Commander 2019,94,Mint,English,,,,,,,,$0.00
2,0,Rupture,Nemesis,97,Good (Lightly Played),English,,,,,,,,$0.00
1,0,Rupture,Nemesis,97,Mint,English,,,,,,,,$0.00
1,0,Rupture Spire,Commander 2013,315,Mint,English,,,,,,,,$0.00
1,0,Rupture Spire,Core Set 2019,255,Mint,English,,,,,,,,$0.00
1,0,"Ruric Thar, the Unbowed",Ravnica Allegiance Guild Kit,80,Near Mint,English,,,,,,,,$0.00
1,0,Rush of Adrenaline,Shadows over Innistrad,177,Mint,English,,,,,,,,$0.00
1,0,Rush of Blood,Avacyn Restored,154,Near Mint,English,,,,,,,,$0.00
1,0,Rush of Ice,Battle for Zendikar,84,Mint,English,,,,,,,,$0.00
1,0,Rush of Knowledge,Scourge,49,Good (Lightly Played),English,,,,,,,,$0.00
1,0,Rush of Vitality,Kaladesh,99,Mint,English,,,,,,,,$0.00
1,0,Rust,Legends,117,Near Mint,English,,,,,,,,$0.00
1,0,Rust Elemental,Mirrodin,234,Mint,English,,,,,,,,$0.00
1,0,Rust Scarab,Gatecrash,130,Near Mint,English,,,,,,,,$0.00
1,0,Rust Tick,Scars of Mirrodin,198,Mint,English,,,,,,,,$0.00
1,0,Rustrazor Butcher,Shadowmoor,105,Mint,English,,,,,,,,$0.00
1,0,Rustwing Falcon,Core Set 2019,36,Mint,English,,,,,,,,$0.00
1,0,Ruthless Deathfang,Dragons of Tarkir,229,Mint,English,,,,,,,,$0.00
1,0,Ruthless Disposal,Eldritch Moon,103,Mint,English,,,,,,,,$0.00
1,0,Ruthless Ripper,Masters 25,107,Mint,English,,,,,,,,$0.00
1,0,Ruthless Winnower,Kaldheim Commander,10,Mint,English,,,,,,,,$0.00
1,0,"Ruxa, Patient Professor",Commander 2021,66,Mint,English,,,,,,,,$0.00
1,0,"Ryusei, the Falling Star",Commander 2017,141,Mint,English,,,,,,,,$0.00
1,0,Sabertooth Cobra,Mirage,136,Near Mint,English,,,,,,,,$0.00
1,0,Sabertooth Outrider,Dragons of Tarkir,152,Mint,English,,,,,,,,$0.00
1,0,Sacellum Godspeaker,Shards of Alara,146,Near Mint,English,,,,,,,,$0.00
2,0,"Sachi, Daughter of Seshiro",Champions of Kamigawa,238,Near Mint,English,,,,,,,,$0.00
1,0,Sacred Ground,Stronghold,112,Mint,English,,,,,,,,$0.00
1,0,Sacred Wolf,Magic 2012,194,Near Mint,English,,,,,,,,$0.00
1,0,Sadistic Augermage,Ravnica: City of Guilds,103,Mint,English,,,,,,,,$0.00
2,0,Sadistic Glee,Tempest,47,Mint,English,,,,,,,,$0.00
1,0,Sadistic Hypnotist,Odyssey,159,Mint,English,,,,,,,,$0.00
1,0,Sadistic Obsession,Modern Horizons,105,Mint,English,,,,,,,,$0.00
1,0,Sadistic Skymarcher,Rivals of Ixalan,85,Mint,English,,,,,,,,$0.00
2,0,Safe Passage,Magic 2013,30,Mint,English,,,,,,,,$0.00
1,0,Sage of Fables,Morningtide,47,Near Mint,English,,,,,,,,$0.00
1,0,Sage of Lat-Nam,Dominaria,64,Mint,English,,,,,,,,$0.00
1,0,Sage of Mysteries,Theros Beyond Death,62,Mint,English,,,,,,,,$0.00
1,0,Sage of Shaila's Claim,Kaladesh,168,Mint,English,,,,,,,,$0.00
1,0,Sage of the Beyond,Kaldheim Commander,6,Mint,English,,,,,,,,$0.00
1,0,Sage of the Falls,Throne of Eldraine,63,Mint,English,,,,,,,,$0.00
1,0,Sage of the Inward Eye,Khans of Tarkir,195,Mint,English,,,,,,,,$0.00
1,0,Sage Owl,Classic Sixth Edition,95,Near Mint,English,,,,,,,,$0.00
1,0,Sage Owl,Seventh Edition,96,Good (Lightly Played),English,,,,,,,,$0.00
1,0,Sage Owl,Eighth Edition,98,Mint,English,,,,,,,,$0.00
1,0,Sage Owl,Magic 2010,69,Near Mint,English,,,,,,,,$0.00
1,0,Sage's Reverie,Commander 2018,72,Mint,English,,,,,,,,$0.00
2,0,Sage's Reverie,Fate Reforged,23,Mint,English,,,,,,,,$0.00
1,0,Sage's Row Savant,Ravnica Allegiance,49,Mint,English,,,,,,,,$0.00
1,0,Sage-Eye Avengers,Fate Reforged,50,Near Mint,English,,,,,,,,$0.00
1,0,Sagittars' Volley,Ravnica Allegiance,138,Mint,English,,,,,,,,$0.00
1,1,Sagu Mauler,Commander 2019,200,Near Mint,English,,,,,,,,$0.00
1,0,Sagu Mauler,Commander 2019,200,Mint,English,,,,,,,,$0.00
1,0,Saheeli's Artistry,Commander 2018,100,Mint,English,,,,,,,,$0.00
1,0,Saheeli's Artistry,Kaladesh,62,Near Mint,English,,,,,,,,$0.00
1,0,Saheeli's Directive,Commander 2018,26,Mint,English,,,,,,,,$0.00
1,0,"Saheeli, Sublime Artificer",War of the Spark,234,Near Mint,English,,,,,,,,$0.00
2,1,"Saheeli, Sublime Artificer",War of the Spark,234,Mint,English,,,,,,,,$0.00
1,0,"Saheeli, the Gifted",Commander 2018,44,Mint,English,,,,,,,,$0.00
1,0,Sai of the Shinobi,Masters 25,230,Mint,English,,,,,,,,$0.00
1,0,"Sai, Master Thopterist",Core Set 2019,69,Mint,English,,,,,,,,$0.00
1,0,Sailor of Means,Commander Legends,88,Mint,English,,,,,,,,$0.00
1,0,Sakura-Tribe Elder,Commander 2013,168,Mint,English,,,,,,,,$0.00
5,1,Sakura-Tribe Elder,Commander 2019,177,Near Mint,English,,,,,,,,$0.00
3,0,Sakura-Tribe Elder,Commander 2019,177,Mint,English,,,,,,,,$0.00
1,0,Sakura-Tribe Elder,Commander 2020,187,Mint,English,,,,,,,,$0.00
1,0,Salivating Gremlins,Kaladesh,129,Mint,English,,,,,,,,$0.00
1,0,Saltblast,Duel Decks: Elspeth vs. Tezzeret,30,Near Mint,English,,,,,,,,$0.00
2,0,Saltcrusted Steppe,Commander Anthology,268,Mint,English,,,,,,,,$0.00
2,0,Saltcrusted Steppe,Commander 2017,273,Mint,English,,,,,,,,$0.00
1,0,Saltskitter,Future Sight,14,Mint,English,,,,,,,,$0.00
1,0,Saltwater Stalwart,Battlebond,39,Mint,English,,,,,,,,$0.00
1,0,Salvage Drone,Battle for Zendikar,65,Mint,English,,,,,,,,$0.00
1,0,Salvage Scout,Scars of Mirrodin,19,Mint,English,,,,,,,,$0.00
1,0,Salvage Scuttler,Aether Revolt,43,Mint,English,,,,,,,,$0.00
1,0,Salvager of Secrets,Core Set 2019,70,Mint,English,,,,,,,,$0.00
1,0,Samite Healer,Eighth Edition,41,Mint,English,,,,,,,,$0.00
1,0,Samut's Sprint,War of the Spark,142,Mint,English,,,,,,,,$0.00
1,1,"Samut, Tyrant Smasher",War of the Spark,235,Near Mint,English,,,,,,,,$0.00
1,1,Sanctifier of Souls,Eldritch Moon,39,Near Mint,English,,,,,,,,$0.00
1,1,Sanctifier of Souls,Eldritch Moon,39,Near Mint,English,foil,,,altered,,,,$0.00
1,0,Sanctuary Blade,Commander 2020,69,Mint,English,,,,,,,,$0.00
1,0,Sanctuary Lockdown,Ikoria: Lair of Behemoths,28,Mint,English,,,,,,,,$0.00
1,0,Sanctum Custodian,Urza's Saga,42,Mint,English,,,,,,,,$0.00
1,0,Sanctum Gargoyle,Shards of Alara,24,Mint,English,,,,,,,,$0.00
1,0,Sanctum of Calm Waters,Core Set 2021,68,Mint,English,,,,,,,,$0.00
1,0,Sanctum of Eternity,Commander 2019,59,Mint,English,,,,,,,,$0.00
1,0,Sanctum of Fruitful Harvest,Core Set 2021,203,Mint,English,,,,,,,,$0.00
1,0,Sanctum of Shattered Heights,Core Set 2021,157,Mint,English,,,,,,,,$0.00
1,0,Sanctum of Stone Fangs,Core Set 2021,120,Mint,English,,,,,,,,$0.00
1,0,Sanctum of Tranquil Light,Core Set 2021,33,Mint,English,,,,,,,,$0.00
1,0,Sanctum Plowbeast,Alara Reborn,10,Mint,English,,,,,,,,$0.00
1,0,Sanctum Seeker,Ixalan,120,Mint,English,,,,,,,,$0.00
1,0,Sandbar Crocodile,Mirage,88,Near Mint,English,,,,,,,,$0.00
1,0,Sandbar Merfolk,Urza's Saga,94,Mint,English,,,,,,,,$0.00
1,0,Sandskin,Onslaught,52,Mint,English,,,,,,,,$0.00
1,0,Sandsteppe Citadel,Commander Anthology Volume II,264,Mint,English,,,,,,,,$0.00
1,0,Sandsteppe Citadel,Commander 2020,305,Mint,English,,,,,,,,$0.00
1,0,Sandsteppe Citadel,Khans of Tarkir,241,Mint,English,,,,,,,,$0.00
2,0,Sandstone Bridge,Battle for Zendikar,243,Mint,English,,,,,,,,$0.00
1,0,Sandstone Oracle,Commander 2015,52,Near Mint,English,,,,,,,,$0.00
1,0,Sandstone Oracle,Zendikar Rising Commander,116,Mint,English,,,,,,,,$0.00
1,0,Sandstone Oracle,Commander Legends,336,Mint,English,,,,,,,,$0.00
1,0,Sandstorm,Fourth Edition,153,Mint,English,,,,,,,,$0.00
1,0,Sandstorm Eidolon,Dissension,70,Mint,English,,,,,,,,$0.00
1,0,Sandwurm Convergence,Amonkhet,183,Mint,English,,,,,,,,$0.00
1,0,Sangrite Surge,Shards of Alara,190,Mint,English,,,,,,,,$0.00
1,0,Sangromancer,Commander 2017,123,Mint,English,,,,,,,,$0.00
1,0,Sangromancer,Commander 2021,152,Mint,English,,,,,,,,$0.00
1,0,Sanguine Bond,Commander 2021,153,Mint,English,,,,,,,,$0.00
1,0,Sanguine Indulgence,Core Set 2021,121,Mint,English,,,,,,,,$0.00
1,0,Sanitarium Skeleton,Commander 2019,127,Mint,English,,,,,,,,$0.00
1,0,Sapling of Colfenor,Commander 2021,228,Mint,English,,,,,,,,$0.00
1,0,Sapphire Drake,Gatecrash,47,Near Mint,English,,,,,,,,$0.00
1,0,Saproling Burst,Nemesis,113,Mint,English,,,,,,,,$0.00
1,0,Saproling Infestation,Invasion,208,Near Mint,English,,,,,,,,$0.00
2,0,Saproling Migration,Dominaria,178,Mint,English,,,,,,,,$0.00
1,0,Sapseep Forest,Commander 2021,313,Mint,English,,,,,,,,$0.00
3,1,Sarkhan the Masterless,War of the Spark,143,Mint,English,,,,,,,,$0.00
2,1,Sarkhan's Dragonfire,Core Set 2019,298,Near Mint,English,,,,,,,,$0.00
1,0,Sarkhan's Whelp,Core Set 2019,299,Mint,English,,,,,,,,$0.00
1,0,"Sarkhan, Dragonsoul",Core Set 2019,296,Mint,English,,,,,,,,$0.00
1,0,Sarulf's Packmate,Kaldheim,192,Mint,English,,,,,,,,$0.00
1,0,Saruli Caretaker,Ravnica Allegiance,139,Mint,English,,,,,,,,$0.00
1,0,"Sasaya, Orochi Ascendant",Saviors of Kamigawa,145,Near Mint,English,,,,,,,,$0.00
1,0,Saskia the Unyielding,Commander 2016,41,Mint,English,,,,,,,,$0.00
1,0,Satyr Enchanter,Core Set 2019,223,Mint,English,,,,,,,,$0.00
1,0,Satyr Firedancer,Born of the Gods,108,Mint,English,,,,,,,,$0.00
1,0,Satyr Hedonist,Theros,174,Mint,English,,,,,,,,$0.00
1,0,Satyr Hoplite,Journey into Nyx,110,Mint,English,,,,,,,,$0.00
1,0,Satyr Piper,Theros,175,Mint,English,,,,,,,,$0.00
1,0,Satyr Rambler,Theros,139,Mint,English,,,,,,,,$0.00
1,0,Satyr Wayfinder,Ultimate Masters,180,Mint,English,,,,,,,,$0.00
1,0,Satyr Wayfinder,Commander 2020,188,Mint,English,,,,,,,,$0.00
1,0,Savage Knuckleblade,Khans of Tarkir,197,Mint,English,,,,,,,,$0.00
1,0,Savage Lands,Commander 2013,317,Mint,English,,,,,,,,$0.00
1,0,Savage Lands,Commander 2018,275,Mint,English,,,,,,,,$0.00
1,0,Savage Offensive,Invasion,162,Mint,English,,,,,,,,$0.00
1,0,Savage Punch,Khans of Tarkir,147,Mint,English,,,,,,,,$0.00
1,0,Savage Silhouette,Zendikar,181,Mint,English,,,,,,,,$0.00
1,0,Savage Smash,Ravnica Allegiance,203,Mint,English,,,,,,,,$0.00
1,0,Savage Summoning,Magic 2014 Core Set,194,Mint,English,,,,,,,,$0.00
1,0,Savage Surge,Theros,176,Near Mint,English,,,,,,,,$0.00
1,0,Savage Thallid,Time Spiral,213,Mint,English,,,,,,,,$0.00
